time,dt,max_concentration,min_concentration,total_energy,volume_fraction
165.500447806,4.5949729863572,0.7054208329508,0.2916324031504,12.25143588996,0.57856249999987
170.09542079236,4.5949729863572,0.70541908477201,0.29171870518165,12.169960617127,0.57881249999987
174.69039377872,4.5949729863572,0.70540457104584,0.29184941929255,12.08612074046,0.57881249999986
179.28536676507,4.5949729863572,0.70539773541406,0.29203928271769,11.999104024656,0.57668749999986
183.88033975143,4.5949729863572,0.70537995568382,0.29230829884559,11.907599125828,0.57568749999986
188.47531273779,4.5949729863572,0.70534818408617,0.29268398928789,11.809197050259,0.57618749999986
193.07028572414,4.5949729863572,0.70529925343818,0.293204892487,11.698352006574,0.57493749999985
197.6652587105,4.5949729863572,0.70524315623721,0.29392617632262,11.552976201311,0.57668749999985
202.26023169686,4.5949729863572,0.70514987633987,0.29492897900344,11.284130114013,0.57143749999985
205.47671278731,3.2164810904501,0.70508542306466,0.29582473591501,11.127316578505,0.57068749999985
208.69319387776,3.2164810904501,0.70505033279747,0.29659436309985,11.033203019527,0.57068749999985
211.90967496821,3.2164810904501,0.70506313482073,0.29663891993476,10.969434911393,0.57031249999985
215.4478041677,3.5381291994951,0.70510382063744,0.29670452389234,10.913394123123,0.57131249999985
219.33974628715,3.8919421194446,0.7051608831423,0.29677047756512,10.857499950567,0.57068749999985
223.62088261854,4.281136331389,0.70521317527117,0.29683760459737,10.797304722358,0.57168749999986
227.90201894993,4.281136331389,0.70524481603917,0.29692552019566,10.735570595864,0.57093749999985
232.18315528132,4.281136331389,0.70525487830796,0.296990715976,10.669439799964,0.57043749999985
236.4642916127,4.281136331389,0.70525005143854,0.29707744983571,10.591736134323,0.57031249999986
240.74542794409,4.281136331389,0.70525663699289,0.29719451316394,10.462352577796,0.56899999999986
245.02656427548,4.281136331389,0.70525006159184,0.29729820653676,10.336474533476,0.56999999999986
249.30770060687,4.281136331389,0.70524433646077,0.29740237869743,10.263056531777,0.56974999999986
